word	pos	level	freq
décrypter	VER	B2	3.8
inégal	ADJ	B2	3.8
socialement	ADV	B2	3.8
sceau	NOM	B2	3.8
somptueux	ADJ	B2	3.8
revendre	VER	B2	3.7
glacier	NOM	B2	3.7
guichet	NOM	B2	3.7
croisade	NOM	B2	3.7
carbonique	ADJ	B2	3.7
diva	NOM	B2	3.7
pharmacien	NOM	B2	3.7
encre	NOM	B2	3.7
éternellement	ADV	B2	3.7
hébergement	NOM	B2	3.7
jardinier	NOM	B2	3.7
vitalité	NOM	B2	3.7
banaliser	VER	B2	3.7
canapé	NOM	B2	3.7
populariser	VER	B2	3.6
prose	NOM	B2	3.6
conjuguer	VER	B2	3.6
potable	ADJ	B2	3.6
démunir	VER	B2	3.6
voyant	NOM	B2	3.6
engouement	NOM	B2	3.6
inéluctable	ADJ	B2	3.6
résonner	VER	B2	3.6
emblée	ADV	B2	3.6
bercer	VER	B2	3.6
valider	VER	B2	3.6
hormone	NOM	B2	3.6
grisaille	NOM	B2	3.6
savoir-vivre	NOM	B2	3.6
constatation	NOM	B2	3.6
brique	NOM	B2	3.6
fibre	NOM	B2	3.6
raisonner	VER	B2	3.6
campus	NOM	B2	3.6
indemnité	NOM	B2	3.6
préservation	NOM	B2	3.6
habileté	NOM	B2	3.6
salarier	VER	B2	3.6
grandiose	ADJ	B2	3.6
foncé	ADJ	B2	3.6
renchérir	VER	B2	3.5
infectieux	ADJ	B2	3.5
abolition	NOM	B2	3.5
crépuscule	NOM	B2	3.5
épaisseur	NOM	B2	3.5
formulaire	NOM	B2	3.5
microprocesseur	NOM	B2	3.5
intrigue	NOM	B2	3.5
attraction	NOM	B2	3.5
défigurer	VER	B2	3.5
choeur	NOM	B2	3.5
tropical	ADJ	B2	3.5
arcade	NOM	B2	3.5
marbre	NOM	B2	3.5
sonnerie	NOM	B2	3.5
muguet	NOM	B2	3.5
planétaire	ADJ	B2	3.5
ruelle	NOM	B2	3.5
rongeur	NOM	B2	3.5
in	ADJ	B2	3.5
cru	NOM	B2	3.4
avènement	NOM	B2	3.4
tome	NOM	B2	3.4
gravir	VER	B2	3.4
hexagonal	ADJ	B2	3.4
adjoindre	VER	B2	3.4
élancer	VER	B2	3.4
capteur	NOM	B2	3.4
pou	NOM	B2	3.4
stresser	VER	B2	3.3
nègre	NOM	B2	3.3
coureur	NOM	B2	3.3
béret	NOM	B2	3.3
séisme	NOM	B2	3.3
riverain	NOM	B2	3.3
monoparental	ADJ	B2	3.3
jasmin	NOM	B2	3.3
fracture	NOM	B2	3.3
fédérer	VER	B2	3.3
squelette	NOM	B2	3.3
pédagogie	NOM	B2	3.3
émancipation	NOM	B2	3.3
imprégner	VER	B2	3.3
maquillage	NOM	B2	3.3
infection	NOM	B2	3.3
individualisme	NOM	B2	3.3
protagoniste	NOM	B2	3.2
expérimentation	NOM	B2	3.2
sécuriser	VER	B2	3.2
déforestation	NOM	B2	3.2
galoper	VER	B2	3.2
schizophrénie	NOM	B2	3.2
pertinence	NOM	B2	3.2
flâner	VER	B2	3.2
climatisation	NOM	B2	3.2
modique	ADJ	B2	3.2
migration	NOM	B2	3.2
carotte	NOM	B2	3.2
magnétique	ADJ	B2	3.2
embêter	VER	B2	3.2
rajouter	VER	B2	3.2
trompette	NOM	B2	3.2
attachant	ADJ	B2	3.2
égarer	VER	B2	3.2
refroidir	VER	B2	3.2
ut	NOM	B2	3.2
multitude	NOM	B2	3.2
stocker	VER	B2	3.2
provocateur	ADJ	B2	3.1
élucider	VER	B2	3.1
grammaire	NOM	B2	3.1
phonétique	ADJ	B2	3.1
sobre	ADJ	B2	3.1
chefs-d'oeuvre	NOM	B2	3.1
accoucher	VER	B2	3.1
fric	NOM	B2	3.1
redécouvrir	VER	B2	3.1
indique	ADJ	B2	3.1
pigeon	NOM	B2	3.1
look	NOM	B2	3.1
errer	VER	B2	3.1
refroidissement	NOM	B2	3.1
inexorablement	ADV	B2	3.1
actionner	VER	B2	3.1
déformation	NOM	B2	3.1
collier	NOM	B2	3.1
exalter	VER	B2	3.1
huître	NOM	B2	3.1
moqueur	ADJ	B2	3.1
allumette	NOM	B2	3.1
bandit	NOM	B2	3.1
oxyde	NOM	B2	3.1
architectural	ADJ	B2	3.1
fabrique	NOM	B2	3.1
relief	NOM	B2	3.1
butte	NOM	B2	3.1
malédiction	NOM	B2	3.0
lucratif	ADJ	B2	3.0
tenace	ADJ	B2	3.0
théâtral	ADJ	B2	3.0
surfer	VER	B2	3.0
basilique	NOM	B2	3.0
ruse	NOM	B2	3.0
emballage	NOM	B2	3.0
fonte	NOM	B2	3.0
bobo	NOM	B2	3.0
froncer	VER	B2	3.0
contempler	VER	B2	3.0
nomade	ADJ	B2	3.0
égoïste	ADJ	B2	3.0
hésitant	ADJ	B2	3.0
répertorier	VER	B2	3.0
dévolu	ADJ	B2	3.0
bailleur	NOM	B2	3.0
horizontal	ADJ	B2	3.0
circulaire	ADJ	B2	3.0
gentilhomme	NOM	B2	3.0
méconnaître	VER	B2	3.0
carnaval	NOM	B2	3.0
tulipe	NOM	B2	3.0
ambre	NOM	B2	3.0
fascinant	ADJ	B2	3.0
berge	NOM	B2	2.9
enrager	VER	B2	2.9
appelant	NOM	B2	2.9
stupéfaire	VER	B2	2.9
saigner	VER	B2	2.9
triomphant	ADJ	B2	2.9
façonner	VER	B2	2.9
pub	NOM	B2	2.9
transversal	ADJ	B2	2.9
vieille	NOM	B2	2.9
puzzle	NOM	B2	2.9
chaussette	NOM	B2	2.9
miel	NOM	B2	2.9
truffe	NOM	B2	2.9
spontanément	ADV	B2	2.9
cristaux	NOM	B2	2.9
gymnastique	NOM	B2	2.9
chauffage	NOM	B2	2.8
téléphonie	NOM	B2	2.8
mathématicien	NOM	B2	2.8
flûte	NOM	B2	2.8
discothèque	NOM	B2	2.8
normand	ADJ	B2	2.8
intimement	ADV	B2	2.8
verbe	NOM	B2	2.8
déshonorer	VER	B2	2.8
